t	phi	omega
0.088	1.53197	-0.863146
0.0881	1.53189	-0.864126
0.0882	1.5318	-0.865106
0.0883	1.53172	-0.866087
0.0884	1.53163	-0.867067
0.0885	1.53154	-0.868047
0.0886	1.53145	-0.869027
0.0887	1.53137	-0.870007
0.0888	1.53128	-0.870988
0.0889	1.53119	-0.871968
0.089	1.53111	-0.872948
0.0891	1.53102	-0.873928
0.0892	1.53093	-0.874909
0.0893	1.53084	-0.875889
0.0894	1.53076	-0.876869
0.0895	1.53067	-0.877849
0.0896	1.53058	-0.878829
0.0897	1.53049	-0.87981
0.0898	1.5304	-0.88079
0.0899	1.53032	-0.88177
0.09	1.53023	-0.88275
0.0901	1.53014	-0.88373
0.0902	1.53005	-0.884711
0.0903	1.52996	-0.885691
0.0904	1.52987	-0.886671
0.0905	1.52978	-0.887651
0.0906	1.5297	-0.888631
0.0907	1.52961	-0.889612
0.0908	1.52952	-0.890592
0.0909	1.52943	-0.891572
0.091	1.52934	-0.892552
0.0911	1.52925	-0.893532
0.0912	1.52916	-0.894512
0.0913	1.52907	-0.895492
0.0914	1.52898	-0.896473
0.0915	1.52889	-0.897453
0.0916	1.5288	-0.898433
0.0917	1.52871	-0.899413
0.0918	1.52862	-0.900393
0.0919	1.52853	-0.901373
0.092	1.52844	-0.902353
0.0921	1.52835	-0.903333
0.0922	1.52826	-0.904314
0.0923	1.52817	-0.905294
0.0924	1.52808	-0.906274
0.0925	1.52799	-0.907254
0.0926	1.5279	-0.908234
0.0927	1.52781	-0.909214
0.0928	1.52772	-0.910194
0.0929	1.52763	-0.911174
0.093	1.52753	-0.912154
0.0931	1.52744	-0.913134
0.0932	1.52735	-0.914115
0.0933	1.52726	-0.915095
0.0934	1.52717	-0.916075
0.0935	1.52708	-0.917055
0.0936	1.52698	-0.918035
0.0937	1.52689	-0.919015
0.0938	1.5268	-0.919995
0.0939	1.52671	-0.920975
0.094	1.52662	-0.921955
0.0941	1.52652	-0.922935
0.0942	1.52643	-0.923915
0.0943	1.52634	-0.924895
0.0944	1.52625	-0.925875
0.0945	1.52615	-0.926855
0.0946	1.52606	-0.927835
0.0947	1.52597	-0.928815
0.0948	1.52588	-0.929795
0.0949	1.52578	-0.930775
0.095	1.52569	-0.931755
0.0951	1.5256	-0.932735
0.0952	1.5255	-0.933715
0.0953	1.52541	-0.934695
0.0954	1.52532	-0.935675
0.0955	1.52522	-0.936655
0.0956	1.52513	-0.937635
0.0957	1.52503	-0.938615
0.0958	1.52494	-0.939595
0.0959	1.52485	-0.940575
0.096	1.52475	-0.941555
0.0961	1.52466	-0.942535
0.0962	1.52456	-0.943515
0.0963	1.52447	-0.944495
0.0964	1.52437	-0.945475
0.0965	1.52428	-0.946455
0.0966	1.52418	-0.947435
0.0967	1.52409	-0.948415
0.0968	1.524	-0.949394
0.0969	1.5239	-0.950374
0.097	1.5238	-0.951354
0.0971	1.52371	-0.952334
0.0972	1.52361	-0.953314
0.0973	1.52352	-0.954294
0.0974	1.52342	-0.955274
0.0975	1.52333	-0.956254
0.0976	1.52323	-0.957234
0.0977	1.52314	-0.958214
0.0978	1.52304	-0.959193
0.0979	1.52294	-0.960173
0.098	1.52285	-0.961153
0.0981	1.52275	-0.962133
0.0982	1.52266	-0.963113
0.0983	1.52256	-0.964093
0.0984	1.52246	-0.965073
0.0985	1.52237	-0.966053
0.0986	1.52227	-0.967032
0.0987	1.52217	-0.968012
0.0988	1.52208	-0.968992
0.0989	1.52198	-0.969972
0.099	1.52188	-0.970952
0.0991	1.52178	-0.971932
0.0992	1.52169	-0.972911
0.0993	1.52159	-0.973891
0.0994	1.52149	-0.974871
0.0995	1.52139	-0.975851
0.0996	1.5213	-0.976831
0.0997	1.5212	-0.97781
0.0998	1.5211	-0.97879
0.0999	1.521	-0.97977
0.1	1.52091	-0.98075
0.1001	1.52081	-0.98173
0.1002	1.52071	-0.982709
0.1003	1.52061	-0.983689
0.1004	1.52051	-0.984669
0.1005	1.52041	-0.985649
0.1006	1.52031	-0.986628
0.1007	1.52022	-0.987608
0.1008	1.52012	-0.988588
0.1009	1.52002	-0.989568
0.101	1.51992	-0.990547
0.1011	1.51982	-0.991527
0.1012	1.51972	-0.992507
0.1013	1.51962	-0.993486
0.1014	1.51952	-0.994466
0.1015	1.51942	-0.995446
0.1016	1.51932	-0.996426
0.1017	1.51922	-0.997405
0.1018	1.51912	-0.998385
0.1019	1.51902	-0.999365
0.102	1.51892	-1.00034
0.1021	1.51882	-1.00132
0.1022	1.51872	-1.0023
0.1023	1.51862	-1.00328
0.1024	1.51852	-1.00426
0.1025	1.51842	-1.00524
0.1026	1.51832	-1.00622
0.1027	1.51822	-1.0072
0.1028	1.51812	-1.00818
0.1029	1.51802	-1.00916
0.103	1.51792	-1.01014
0.1031	1.51782	-1.01112
0.1032	1.51772	-1.0121
0.1033	1.51761	-1.01308
0.1034	1.51751	-1.01406
0.1035	1.51741	-1.01504
0.1036	1.51731	-1.01602
0.1037	1.51721	-1.017
0.1038	1.51711	-1.01798
0.1039	1.517	-1.01896
0.104	1.5169	-1.01994
0.1041	1.5168	-1.02092
0.1042	1.5167	-1.0219
0.1043	1.5166	-1.02288
0.1044	1.51649	-1.02386
0.1045	1.51639	-1.02483
0.1046	1.51629	-1.02581
0.1047	1.51619	-1.02679
0.1048	1.51608	-1.02777
0.1049	1.51598	-1.02875
0.105	1.51588	-1.02973
0.1051	1.51577	-1.03071
0.1052	1.51567	-1.03169
0.1053	1.51557	-1.03267
0.1054	1.51546	-1.03365
0.1055	1.51536	-1.03463
0.1056	1.51526	-1.03561
0.1057	1.51515	-1.03659
0.1058	1.51505	-1.03757
0.1059	1.51495	-1.03855
0.106	1.51484	-1.03953
0.1061	1.51474	-1.04051
0.1062	1.51463	-1.04149
0.1063	1.51453	-1.04247
0.1064	1.51442	-1.04344
0.1065	1.51432	-1.04442
0.1066	1.51422	-1.0454
0.1067	1.51411	-1.04638
0.1068	1.51401	-1.04736
0.1069	1.5139	-1.04834
0.107	1.5138	-1.04932
0.1071	1.51369	-1.0503
0.1072	1.51359	-1.05128
0.1073	1.51348	-1.05226
0.1074	1.51338	-1.05324
0.1075	1.51327	-1.05422
0.1076	1.51316	-1.0552
0.1077	1.51306	-1.05618
0.1078	1.51295	-1.05716
0.1079	1.51285	-1.05814
0.108	1.51274	-1.05912
0.1081	1.51264	-1.06009
0.1082	1.51253	-1.06107
0.1083	1.51242	-1.06205
0.1084	1.51232	-1.06303
0.1085	1.51221	-1.06401
0.1086	1.5121	-1.06499
0.1087	1.512	-1.06597
0.1088	1.51189	-1.06695
0.1089	1.51178	-1.06793
0.109	1.51168	-1.06891
0.1091	1.51157	-1.06989
0.1092	1.51146	-1.07087
0.1093	1.51136	-1.07185
0.1094	1.51125	-1.07283
0.1095	1.51114	-1.0738
0.1096	1.51103	-1.07478
0.1097	1.51093	-1.07576
0.1098	1.51082	-1.07674
0.1099	1.51071	-1.07772
0.11	1.5106	-1.0787
0.1101	1.5105	-1.07968
0.1102	1.51039	-1.08066
0.1103	1.51028	-1.08164
0.1104	1.51017	-1.08262
0.1105	1.51006	-1.0836
0.1106	1.50995	-1.08458
0.1107	1.50985	-1.08556
0.1108	1.50974	-1.08653
0.1109	1.50963	-1.08751
0.111	1.50952	-1.08849
0.1111	1.50941	-1.08947
0.1112	1.5093	-1.09045
0.1113	1.50919	-1.09143
0.1114	1.50908	-1.09241
0.1115	1.50897	-1.09339
0.1116	1.50886	-1.09437
0.1117	1.50875	-1.09535
0.1118	1.50864	-1.09633
0.1119	1.50853	-1.0973
0.112	1.50843	-1.09828
0.1121	1.50832	-1.09926
0.1122	1.50821	-1.10024
0.1123	1.5081	-1.10122
0.1124	1.50798	-1.1022
0.1125	1.50787	-1.10318
0.1126	1.50776	-1.10416
0.1127	1.50765	-1.10514
0.1128	1.50754	-1.10612
0.1129	1.50743	-1.1071
0.113	1.50732	-1.10807
0.1131	1.50721	-1.10905
0.1132	1.5071	-1.11003
0.1133	1.50699	-1.11101
0.1134	1.50688	-1.11199
0.1135	1.50677	-1.11297
0.1136	1.50665	-1.11395
0.1137	1.50654	-1.11493
0.1138	1.50643	-1.11591
0.1139	1.50632	-1.11689
0.114	1.50621	-1.11786
0.1141	1.5061	-1.11884
0.1142	1.50598	-1.11982
0.1143	1.50587	-1.1208
0.1144	1.50576	-1.12178
0.1145	1.50565	-1.12276
0.1146	1.50554	-1.12374
0.1147	1.50542	-1.12472
0.1148	1.50531	-1.1257
0.1149	1.5052	-1.12667
0.115	1.50508	-1.12765
0.1151	1.50497	-1.12863
0.1152	1.50486	-1.12961
0.1153	1.50475	-1.13059
0.1154	1.50463	-1.13157
0.1155	1.50452	-1.13255
0.1156	1.50441	-1.13353
0.1157	1.50429	-1.13451
0.1158	1.50418	-1.13548
0.1159	1.50407	-1.13646
0.116	1.50395	-1.13744
0.1161	1.50384	-1.13842
0.1162	1.50372	-1.1394
0.1163	1.50361	-1.14038
0.1164	1.5035	-1.14136
0.1165	1.50338	-1.14234
0.1166	1.50327	-1.14331
0.1167	1.50315	-1.14429
0.1168	1.50304	-1.14527
0.1169	1.50292	-1.14625
0.117	1.50281	-1.14723
0.1171	1.50269	-1.14821
0.1172	1.50258	-1.14919
0.1173	1.50246	-1.15017
0.1174	1.50235	-1.15114
0.1175	1.50223	-1.15212
0.1176	1.50212	-1.1531
0.1177	1.502	-1.15408
0.1178	1.50189	-1.15506
0.1179	1.50177	-1.15604
0.118	1.50166	-1.15702
0.1181	1.50154	-1.158
0.1182	1.50142	-1.15897
0.1183	1.50131	-1.15995
0.1184	1.50119	-1.16093
0.1185	1.50108	-1.16191
0.1186	1.50096	-1.16289
0.1187	1.50084	-1.16387
0.1188	1.50073	-1.16485
0.1189	1.50061	-1.16582
0.119	1.50049	-1.1668
0.1191	1.50038	-1.16778
0.1192	1.50026	-1.16876
0.1193	1.50014	-1.16974
0.1194	1.50003	-1.17072
0.1195	1.49991	-1.1717
0.1196	1.49979	-1.17267
0.1197	1.49967	-1.17365
0.1198	1.49956	-1.17463
0.1199	1.49944	-1.17561
0.12	1.49932	-1.17659
0.1201	1.4992	-1.17757
0.1202	1.49909	-1.17854
0.1203	1.49897	-1.17952
0.1204	1.49885	-1.1805
0.1205	1.49873	-1.18148
0.1206	1.49861	-1.18246
0.1207	1.4985	-1.18344
0.1208	1.49838	-1.18442
0.1209	1.49826	-1.18539
0.121	1.49814	-1.18637
0.1211	1.49802	-1.18735
0.1212	1.4979	-1.18833
0.1213	1.49778	-1.18931
0.1214	1.49766	-1.19029
0.1215	1.49755	-1.19126
0.1216	1.49743	-1.19224
0.1217	1.49731	-1.19322
0.1218	1.49719	-1.1942
0.1219	1.49707	-1.19518
0.122	1.49695	-1.19616
0.1221	1.49683	-1.19713
0.1222	1.49671	-1.19811
0.1223	1.49659	-1.19909
0.1224	1.49647	-1.20007
0.1225	1.49635	-1.20105
0.1226	1.49623	-1.20203
0.1227	1.49611	-1.203
0.1228	1.49599	-1.20398
0.1229	1.49587	-1.20496
0.123	1.49575	-1.20594
0.1231	1.49563	-1.20692
0.1232	1.4955	-1.2079
0.1233	1.49538	-1.20887
0.1234	1.49526	-1.20985
0.1235	1.49514	-1.21083
0.1236	1.49502	-1.21181
0.1237	1.4949	-1.21279
0.1238	1.49478	-1.21376
0.1239	1.49466	-1.21474
0.124	1.49454	-1.21572
0.1241	1.49441	-1.2167
0.1242	1.49429	-1.21768
0.1243	1.49417	-1.21866
0.1244	1.49405	-1.21963
0.1245	1.49393	-1.22061
0.1246	1.4938	-1.22159
0.1247	1.49368	-1.22257
0.1248	1.49356	-1.22355
0.1249	1.49344	-1.22452
0.125	1.49331	-1.2255
0.1251	1.49319	-1.22648
0.1252	1.49307	-1.22746
0.1253	1.49295	-1.22844
0.1254	1.49282	-1.22941
0.1255	1.4927	-1.23039
0.1256	1.49258	-1.23137
0.1257	1.49245	-1.23235
0.1258	1.49233	-1.23333
0.1259	1.49221	-1.2343
0.126	1.49208	-1.23528
0.1261	1.49196	-1.23626
0.1262	1.49184	-1.23724
0.1263	1.49171	-1.23822
0.1264	1.49159	-1.23919
0.1265	1.49146	-1.24017
0.1266	1.49134	-1.24115
0.1267	1.49122	-1.24213
0.1268	1.49109	-1.24311
0.1269	1.49097	-1.24408
0.127	1.49084	-1.24506
0.1271	1.49072	-1.24604
0.1272	1.49059	-1.24702
0.1273	1.49047	-1.24799
0.1274	1.49034	-1.24897
0.1275	1.49022	-1.24995
0.1276	1.49009	-1.25093
0.1277	1.48997	-1.25191
0.1278	1.48984	-1.25288
0.1279	1.48972	-1.25386
0.128	1.48959	-1.25484
0.1281	1.48947	-1.25582
0.1282	1.48934	-1.25679
0.1283	1.48921	-1.25777
0.1284	1.48909	-1.25875
0.1285	1.48896	-1.25973
0.1286	1.48884	-1.26071
0.1287	1.48871	-1.26168
0.1288	1.48858	-1.26266
0.1289	1.48846	-1.26364
0.129	1.48833	-1.26462
0.1291	1.48821	-1.26559
0.1292	1.48808	-1.26657
0.1293	1.48795	-1.26755
0.1294	1.48782	-1.26853
0.1295	1.4877	-1.2695
0.1296	1.48757	-1.27048
0.1297	1.48744	-1.27146
0.1298	1.48732	-1.27244
0.1299	1.48719	-1.27341
0.13	1.48706	-1.27439
0.1301	1.48693	-1.27537
0.1302	1.48681	-1.27635
0.1303	1.48668	-1.27732
0.1304	1.48655	-1.2783
0.1305	1.48642	-1.27928
0.1306	1.4863	-1.28026
0.1307	1.48617	-1.28123
0.1308	1.48604	-1.28221
0.1309	1.48591	-1.28319
0.131	1.48578	-1.28417
0.1311	1.48565	-1.28514
0.1312	1.48552	-1.28612
0.1313	1.4854	-1.2871
0.1314	1.48527	-1.28808
0.1315	1.48514	-1.28905
0.1316	1.48501	-1.29003
0.1317	1.48488	-1.29101
0.1318	1.48475	-1.29199
0.1319	1.48462	-1.29296
0.132	1.48449	-1.29394
0.1321	1.48436	-1.29492
0.1322	1.48423	-1.2959
0.1323	1.4841	-1.29687
0.1324	1.48397	-1.29785
0.1325	1.48384	-1.29883
0.1326	1.48371	-1.29981
0.1327	1.48358	-1.30078
0.1328	1.48345	-1.30176
0.1329	1.48332	-1.30274
0.133	1.48319	-1.30371
0.1331	1.48306	-1.30469
0.1332	1.48293	-1.30567
0.1333	1.4828	-1.30665
0.1334	1.48267	-1.30762
0.1335	1.48254	-1.3086
0.1336	1.48241	-1.30958
0.1337	1.48228	-1.31055
0.1338	1.48215	-1.31153
0.1339	1.48202	-1.31251
0.134	1.48188	-1.31349
0.1341	1.48175	-1.31446
0.1342	1.48162	-1.31544
0.1343	1.48149	-1.31642
0.1344	1.48136	-1.31739
0.1345	1.48123	-1.31837
0.1346	1.48109	-1.31935
0.1347	1.48096	-1.32033
0.1348	1.48083	-1.3213
0.1349	1.4807	-1.32228
0.135	1.48057	-1.32326
0.1351	1.48043	-1.32423
0.1352	1.4803	-1.32521
0.1353	1.48017	-1.32619
0.1354	1.48003	-1.32716
0.1355	1.4799	-1.32814
0.1356	1.47977	-1.32912
0.1357	1.47964	-1.3301
0.1358	1.4795	-1.33107
0.1359	1.47937	-1.33205
0.136	1.47924	-1.33303
0.1361	1.4791	-1.334
0.1362	1.47897	-1.33498
0.1363	1.47884	-1.33596
0.1364	1.4787	-1.33693
0.1365	1.47857	-1.33791
0.1366	1.47843	-1.33889
0.1367	1.4783	-1.33986
0.1368	1.47817	-1.34084
0.1369	1.47803	-1.34182
0.137	1.4779	-1.34279
0.1371	1.47776	-1.34377
0.1372	1.47763	-1.34475
0.1373	1.47749	-1.34572
0.1374	1.47736	-1.3467
0.1375	1.47723	-1.34768
0.1376	1.47709	-1.34865
0.1377	1.47696	-1.34963
0.1378	1.47682	-1.35061
0.1379	1.47669	-1.35158
0.138	1.47655	-1.35256
0.1381	1.47641	-1.35354
0.1382	1.47628	-1.35451
0.1383	1.47614	-1.35549
0.1384	1.47601	-1.35647
0.1385	1.47587	-1.35744
0.1386	1.47574	-1.35842
0.1387	1.4756	-1.3594
0.1388	1.47546	-1.36037
0.1389	1.47533	-1.36135
0.139	1.47519	-1.36233
0.1391	1.47506	-1.3633
0.1392	1.47492	-1.36428
0.1393	1.47478	-1.36526
0.1394	1.47465	-1.36623
0.1395	1.47451	-1.36721
0.1396	1.47437	-1.36819
0.1397	1.47424	-1.36916
0.1398	1.4741	-1.37014
0.1399	1.47396	-1.37112
0.14	1.47382	-1.37209
0.1401	1.47369	-1.37307
0.1402	1.47355	-1.37404
0.1403	1.47341	-1.37502
0.1404	1.47327	-1.376
0.1405	1.47314	-1.37697
0.1406	1.473	-1.37795
0.1407	1.47286	-1.37893
0.1408	1.47272	-1.3799
0.1409	1.47259	-1.38088
0.141	1.47245	-1.38185
0.1411	1.47231	-1.38283
0.1412	1.47217	-1.38381
0.1413	1.47203	-1.38478
0.1414	1.47189	-1.38576
0.1415	1.47175	-1.38674
0.1416	1.47162	-1.38771
0.1417	1.47148	-1.38869
0.1418	1.47134	-1.38966
0.1419	1.4712	-1.39064
0.142	1.47106	-1.39162
0.1421	1.47092	-1.39259
0.1422	1.47078	-1.39357
0.1423	1.47064	-1.39454
0.1424	1.4705	-1.39552
0.1425	1.47036	-1.3965
0.1426	1.47022	-1.39747
0.1427	1.47008	-1.39845
0.1428	1.46994	-1.39943
0.1429	1.4698	-1.4004
0.143	1.46966	-1.40138
0.1431	1.46952	-1.40235
0.1432	1.46938	-1.40333
0.1433	1.46924	-1.4043
0.1434	1.4691	-1.40528
0.1435	1.46896	-1.40626
0.1436	1.46882	-1.40723
0.1437	1.46868	-1.40821
0.1438	1.46854	-1.40918
0.1439	1.4684	-1.41016
0.144	1.46826	-1.41114
0.1441	1.46811	-1.41211
0.1442	1.46797	-1.41309
0.1443	1.46783	-1.41406
0.1444	1.46769	-1.41504
0.1445	1.46755	-1.41602
0.1446	1.46741	-1.41699
0.1447	1.46727	-1.41797
0.1448	1.46712	-1.41894
0.1449	1.46698	-1.41992
0.145	1.46684	-1.42089
0.1451	1.4667	-1.42187
0.1452	1.46655	-1.42285
0.1453	1.46641	-1.42382
0.1454	1.46627	-1.4248
0.1455	1.46613	-1.42577
0.1456	1.46598	-1.42675
0.1457	1.46584	-1.42772
0.1458	1.4657	-1.4287
0.1459	1.46556	-1.42967
0.146	1.46541	-1.43065
0.1461	1.46527	-1.43163
0.1462	1.46513	-1.4326
0.1463	1.46498	-1.43358
0.1464	1.46484	-1.43455
0.1465	1.4647	-1.43553
0.1466	1.46455	-1.4365
0.1467	1.46441	-1.43748
0.1468	1.46427	-1.43845
0.1469	1.46412	-1.43943
0.147	1.46398	-1.4404
0.1471	1.46383	-1.44138
0.1472	1.46369	-1.44236
0.1473	1.46354	-1.44333
0.1474	1.4634	-1.44431
0.1475	1.46326	-1.44528
0.1476	1.46311	-1.44626
0.1477	1.46297	-1.44723
0.1478	1.46282	-1.44821
0.1479	1.46268	-1.44918
0.148	1.46253	-1.45016
0.1481	1.46239	-1.45113
0.1482	1.46224	-1.45211
0.1483	1.4621	-1.45308
0.1484	1.46195	-1.45406
0.1485	1.4618	-1.45503
0.1486	1.46166	-1.45601
0.1487	1.46151	-1.45698
0.1488	1.46137	-1.45796
0.1489	1.46122	-1.45893
0.149	1.46108	-1.45991
0.1491	1.46093	-1.46088
0.1492	1.46078	-1.46186
0.1493	1.46064	-1.46284
0.1494	1.46049	-1.46381
0.1495	1.46034	-1.46479
0.1496	1.4602	-1.46576
0.1497	1.46005	-1.46674
0.1498	1.4599	-1.46771
0.1499	1.45976	-1.46869
0.15	1.45961	-1.46966
0.1501	1.45946	-1.47063
0.1502	1.45932	-1.47161
0.1503	1.45917	-1.47258
0.1504	1.45902	-1.47356
0.1505	1.45887	-1.47453
0.1506	1.45873	-1.47551
0.1507	1.45858	-1.47648
0.1508	1.45843	-1.47746
0.1509	1.45828	-1.47843
0.151	1.45814	-1.47941
0.1511	1.45799	-1.48038
0.1512	1.45784	-1.48136
0.1513	1.45769	-1.48233
0.1514	1.45754	-1.48331
0.1515	1.45739	-1.48428
0.1516	1.45725	-1.48526
0.1517	1.4571	-1.48623
0.1518	1.45695	-1.48721
0.1519	1.4568	-1.48818
0.152	1.45665	-1.48916
0.1521	1.4565	-1.49013
0.1522	1.45635	-1.4911
0.1523	1.4562	-1.49208
0.1524	1.45605	-1.49305
0.1525	1.4559	-1.49403
0.1526	1.45576	-1.495
0.1527	1.45561	-1.49598
0.1528	1.45546	-1.49695
0.1529	1.45531	-1.49793
0.153	1.45516	-1.4989
0.1531	1.45501	-1.49988
0.1532	1.45486	-1.50085
0.1533	1.45471	-1.50182
0.1534	1.45456	-1.5028
0.1535	1.45441	-1.50377
0.1536	1.45425	-1.50475
0.1537	1.4541	-1.50572
0.1538	1.45395	-1.5067
0.1539	1.4538	-1.50767
0.154	1.45365	-1.50864
0.1541	1.4535	-1.50962
0.1542	1.45335	-1.51059
0.1543	1.4532	-1.51157
0.1544	1.45305	-1.51254
0.1545	1.4529	-1.51352
0.1546	1.45274	-1.51449
0.1547	1.45259	-1.51546
0.1548	1.45244	-1.51644
0.1549	1.45229	-1.51741
0.155	1.45214	-1.51839
0.1551	1.45199	-1.51936
0.1552	1.45183	-1.52033
0.1553	1.45168	-1.52131
0.1554	1.45153	-1.52228
0.1555	1.45138	-1.52326
0.1556	1.45122	-1.52423
0.1557	1.45107	-1.5252
0.1558	1.45092	-1.52618
0.1559	1.45077	-1.52715
0.156	1.45061	-1.52813
0.1561	1.45046	-1.5291
0.1562	1.45031	-1.53007
0.1563	1.45016	-1.53105
0.1564	1.45	-1.53202
0.1565	1.44985	-1.533
0.1566	1.4497	-1.53397
0.1567	1.44954	-1.53494
0.1568	1.44939	-1.53592
0.1569	1.44923	-1.53689
0.157	1.44908	-1.53786
0.1571	1.44893	-1.53884
0.1572	1.44877	-1.53981
0.1573	1.44862	-1.54079
0.1574	1.44846	-1.54176
0.1575	1.44831	-1.54273
0.1576	1.44816	-1.54371
0.1577	1.448	-1.54468
0.1578	1.44785	-1.54565
0.1579	1.44769	-1.54663
0.158	1.44754	-1.5476
0.1581	1.44738	-1.54857
0.1582	1.44723	-1.54955
0.1583	1.44707	-1.55052
0.1584	1.44692	-1.55149
0.1585	1.44676	-1.55247
0.1586	1.44661	-1.55344
0.1587	1.44645	-1.55442
0.1588	1.4463	-1.55539
0.1589	1.44614	-1.55636
0.159	1.44598	-1.55734
0.1591	1.44583	-1.55831
0.1592	1.44567	-1.55928
0.1593	1.44552	-1.56026
0.1594	1.44536	-1.56123
0.1595	1.4452	-1.5622
0.1596	1.44505	-1.56318
0.1597	1.44489	-1.56415
0.1598	1.44474	-1.56512
0.1599	1.44458	-1.56609
0.16	1.44442	-1.56707
0.1601	1.44427	-1.56804
0.1602	1.44411	-1.56901
0.1603	1.44395	-1.56999
0.1604	1.44379	-1.57096
0.1605	1.44364	-1.57193
0.1606	1.44348	-1.57291
0.1607	1.44332	-1.57388
0.1608	1.44316	-1.57485
0.1609	1.44301	-1.57583
0.161	1.44285	-1.5768
0.1611	1.44269	-1.57777
0.1612	1.44253	-1.57874
0.1613	1.44238	-1.57972
0.1614	1.44222	-1.58069
0.1615	1.44206	-1.58166
0.1616	1.4419	-1.58264
0.1617	1.44174	-1.58361
0.1618	1.44158	-1.58458
0.1619	1.44143	-1.58555
0.162	1.44127	-1.58653
0.1621	1.44111	-1.5875
0.1622	1.44095	-1.58847
0.1623	1.44079	-1.58945
0.1624	1.44063	-1.59042
0.1625	1.44047	-1.59139
0.1626	1.44031	-1.59236
0.1627	1.44015	-1.59334
0.1628	1.43999	-1.59431
0.1629	1.43984	-1.59528
0.163	1.43968	-1.59625
0.1631	1.43952	-1.59723
0.1632	1.43936	-1.5982
0.1633	1.4392	-1.59917
0.1634	1.43904	-1.60014
0.1635	1.43888	-1.60112
0.1636	1.43872	-1.60209
0.1637	1.43856	-1.60306
0.1638	1.4384	-1.60403
0.1639	1.43823	-1.60501
0.164	1.43807	-1.60598
0.1641	1.43791	-1.60695
0.1642	1.43775	-1.60792
0.1643	1.43759	-1.6089
0.1644	1.43743	-1.60987
0.1645	1.43727	-1.61084
0.1646	1.43711	-1.61181
0.1647	1.43695	-1.61278
0.1648	1.43679	-1.61376
0.1649	1.43662	-1.61473
0.165	1.43646	-1.6157
0.1651	1.4363	-1.61667
0.1652	1.43614	-1.61765
0.1653	1.43598	-1.61862
0.1654	1.43582	-1.61959
0.1655	1.43565	-1.62056
0.1656	1.43549	-1.62153
0.1657	1.43533	-1.62251
0.1658	1.43517	-1.62348
0.1659	1.435	-1.62445
0.166	1.43484	-1.62542
0.1661	1.43468	-1.62639
0.1662	1.43452	-1.62737
0.1663	1.43435	-1.62834
0.1664	1.43419	-1.62931
0.1665	1.43403	-1.63028
0.1666	1.43386	-1.63125
0.1667	1.4337	-1.63222
0.1668	1.43354	-1.6332
0.1669	1.43337	-1.63417
0.167	1.43321	-1.63514
0.1671	1.43305	-1.63611
0.1672	1.43288	-1.63708
0.1673	1.43272	-1.63806
0.1674	1.43256	-1.63903
0.1675	1.43239	-1.64
0.1676	1.43223	-1.64097
0.1677	1.43206	-1.64194
0.1678	1.4319	-1.64291
0.1679	1.43173	-1.64388
0.168	1.43157	-1.64486
0.1681	1.43141	-1.64583
0.1682	1.43124	-1.6468
0.1683	1.43108	-1.64777
0.1684	1.43091	-1.64874
0.1685	1.43075	-1.64971
0.1686	1.43058	-1.65068
0.1687	1.43042	-1.65166
0.1688	1.43025	-1.65263
0.1689	1.43009	-1.6536
0.169	1.42992	-1.65457
0.1691	1.42975	-1.65554
0.1692	1.42959	-1.65651
0.1693	1.42942	-1.65748
0.1694	1.42926	-1.65845
0.1695	1.42909	-1.65943
0.1696	1.42893	-1.6604
0.1697	1.42876	-1.66137
0.1698	1.42859	-1.66234
0.1699	1.42843	-1.66331
0.17	1.42826	-1.66428
0.1701	1.42809	-1.66525
0.1702	1.42793	-1.66622
0.1703	1.42776	-1.66719
0.1704	1.42759	-1.66817
0.1705	1.42743	-1.66914
0.1706	1.42726	-1.67011
0.1707	1.42709	-1.67108
0.1708	1.42693	-1.67205
0.1709	1.42676	-1.67302
0.171	1.42659	-1.67399
0.1711	1.42642	-1.67496
0.1712	1.42626	-1.67593
0.1713	1.42609	-1.6769
0.1714	1.42592	-1.67787
0.1715	1.42575	-1.67884
0.1716	1.42558	-1.67982
0.1717	1.42542	-1.68079
0.1718	1.42525	-1.68176
0.1719	1.42508	-1.68273
0.172	1.42491	-1.6837
0.1721	1.42474	-1.68467
0.1722	1.42457	-1.68564
0.1723	1.42441	-1.68661
0.1724	1.42424	-1.68758
0.1725	1.42407	-1.68855
0.1726	1.4239	-1.68952
0.1727	1.42373	-1.69049
0.1728	1.42356	-1.69146
0.1729	1.42339	-1.69243
0.173	1.42322	-1.6934
0.1731	1.42305	-1.69437
0.1732	1.42288	-1.69534
0.1733	1.42271	-1.69631
0.1734	1.42254	-1.69728
0.1735	1.42237	-1.69825
0.1736	1.4222	-1.69922
0.1737	1.42203	-1.70019
0.1738	1.42186	-1.70116
0.1739	1.42169	-1.70213
0.174	1.42152	-1.7031
0.1741	1.42135	-1.70407
0.1742	1.42118	-1.70504
0.1743	1.42101	-1.70601
0.1744	1.42084	-1.70698
0.1745	1.42067	-1.70795
0.1746	1.4205	-1.70892
0.1747	1.42033	-1.70989
0.1748	1.42016	-1.71086
0.1749	1.41999	-1.71183
0.175	1.41982	-1.7128
0.1751	1.41964	-1.71377
0.1752	1.41947	-1.71474
0.1753	1.4193	-1.71571
0.1754	1.41913	-1.71668
0.1755	1.41896	-1.71765
0.1756	1.41879	-1.71862
0.1757	1.41861	-1.71959
0.1758	1.41844	-1.72056
0.1759	1.41827	-1.72153
0.176	1.4181	-1.7225
