t	phi	omega
7.7042	-0.0640758	-4.41195
7.7043	-0.064517	-4.41189
7.7044	-0.0649582	-4.41182
7.7045	-0.0653994	-4.41176
7.7046	-0.0658405	-4.4117
7.7047	-0.0662817	-4.41163
7.7048	-0.0667229	-4.41157
7.7049	-0.067164	-4.4115
7.705	-0.0676052	-4.41143
7.7051	-0.0680463	-4.41137
7.7052	-0.0684874	-4.4113
7.7053	-0.0689285	-4.41123
7.7054	-0.0693697	-4.41116
7.7055	-0.0698108	-4.4111
7.7056	-0.0702519	-4.41103
7.7057	-0.070693	-4.41096
7.7058	-0.0711341	-4.41089
7.7059	-0.0715751	-4.41082
7.706	-0.0720162	-4.41075
7.7061	-0.0724573	-4.41068
7.7062	-0.0728983	-4.4106
7.7063	-0.0733394	-4.41053
7.7064	-0.0737804	-4.41046
7.7065	-0.0742215	-4.41039
7.7066	-0.0746625	-4.41031
7.7067	-0.0751035	-4.41024
7.7068	-0.0755446	-4.41017
7.7069	-0.0759856	-4.41009
7.707	-0.0764266	-4.41002
7.7071	-0.0768676	-4.40994
7.7072	-0.0773085	-4.40987
7.7073	-0.0777495	-4.40979
7.7074	-0.0781905	-4.40971
7.7075	-0.0786315	-4.40964
7.7076	-0.0790724	-4.40956
7.7077	-0.0795134	-4.40948
7.7078	-0.0799543	-4.4094
7.7079	-0.0803952	-4.40932
7.708	-0.0808362	-4.40924
7.7081	-0.0812771	-4.40916
7.7082	-0.081718	-4.40908
7.7083	-0.0821589	-4.409
7.7084	-0.0825998	-4.40892
7.7085	-0.0830407	-4.40884
7.7086	-0.0834815	-4.40876
7.7087	-0.0839224	-4.40868
7.7088	-0.0843633	-4.4086
7.7089	-0.0848041	-4.40851
7.709	-0.085245	-4.40843
7.7091	-0.0856858	-4.40834
7.7092	-0.0861266	-4.40826
7.7093	-0.0865674	-4.40818
7.7094	-0.0870083	-4.40809
7.7095	-0.0874491	-4.408
7.7096	-0.0878898	-4.40792
7.7097	-0.0883306	-4.40783
7.7098	-0.0887714	-4.40774
7.7099	-0.0892122	-4.40766
7.71	-0.0896529	-4.40757
7.7101	-0.0900937	-4.40748
7.7102	-0.0905344	-4.40739
7.7103	-0.0909751	-4.4073
7.7104	-0.0914159	-4.40721
7.7105	-0.0918566	-4.40712
7.7106	-0.0922973	-4.40703
7.7107	-0.092738	-4.40694
7.7108	-0.0931787	-4.40685
7.7109	-0.0936193	-4.40676
7.711	-0.09406	-4.40667
7.7111	-0.0945007	-4.40658
7.7112	-0.0949413	-4.40648
7.7113	-0.0953819	-4.40639
7.7114	-0.0958226	-4.40629
7.7115	-0.0962632	-4.4062
7.7116	-0.0967038	-4.40611
7.7117	-0.0971444	-4.40601
7.7118	-0.097585	-4.40592
7.7119	-0.0980256	-4.40582
7.712	-0.0984662	-4.40572
7.7121	-0.0989067	-4.40563
7.7122	-0.0993473	-4.40553
7.7123	-0.0997878	-4.40543
7.7124	-0.100228	-4.40533
7.7125	-0.100669	-4.40523
7.7126	-0.101109	-4.40513
7.7127	-0.10155	-4.40504
7.7128	-0.10199	-4.40494
7.7129	-0.102431	-4.40484
7.713	-0.102871	-4.40473
7.7131	-0.103312	-4.40463
7.7132	-0.103752	-4.40453
7.7133	-0.104193	-4.40443
7.7134	-0.104633	-4.40433
7.7135	-0.105074	-4.40422
7.7136	-0.105514	-4.40412
7.7137	-0.105954	-4.40402
7.7138	-0.106395	-4.40391
7.7139	-0.106835	-4.40381
7.714	-0.107276	-4.4037
7.7141	-0.107716	-4.4036
7.7142	-0.108156	-4.40349
7.7143	-0.108597	-4.40339
7.7144	-0.109037	-4.40328
7.7145	-0.109477	-4.40317
7.7146	-0.109918	-4.40306
7.7147	-0.110358	-4.40296
7.7148	-0.110798	-4.40285
7.7149	-0.111238	-4.40274
7.715	-0.111679	-4.40263
7.7151	-0.112119	-4.40252
7.7152	-0.112559	-4.40241
7.7153	-0.112999	-4.4023
7.7154	-0.11344	-4.40219
7.7155	-0.11388	-4.40208
7.7156	-0.11432	-4.40196
7.7157	-0.11476	-4.40185
7.7158	-0.1152	-4.40174
7.7159	-0.11564	-4.40163
7.716	-0.116081	-4.40151
7.7161	-0.116521	-4.4014
7.7162	-0.116961	-4.40128
7.7163	-0.117401	-4.40117
7.7164	-0.117841	-4.40105
7.7165	-0.118281	-4.40094
7.7166	-0.118721	-4.40082
7.7167	-0.119161	-4.40071
7.7168	-0.119601	-4.40059
7.7169	-0.120041	-4.40047
7.717	-0.120482	-4.40035
7.7171	-0.120922	-4.40023
7.7172	-0.121362	-4.40012
7.7173	-0.121802	-4.4
7.7174	-0.122242	-4.39988
7.7175	-0.122682	-4.39976
7.7176	-0.123121	-4.39964
7.7177	-0.123561	-4.39952
7.7178	-0.124001	-4.39939
7.7179	-0.124441	-4.39927
7.718	-0.124881	-4.39915
7.7181	-0.125321	-4.39903
7.7182	-0.125761	-4.3989
7.7183	-0.126201	-4.39878
7.7184	-0.126641	-4.39866
7.7185	-0.127081	-4.39853
7.7186	-0.12752	-4.39841
7.7187	-0.12796	-4.39828
7.7188	-0.1284	-4.39816
7.7189	-0.12884	-4.39803
7.719	-0.12928	-4.3979
7.7191	-0.129719	-4.39778
7.7192	-0.130159	-4.39765
7.7193	-0.130599	-4.39752
7.7194	-0.131039	-4.39739
7.7195	-0.131478	-4.39727
7.7196	-0.131918	-4.39714
7.7197	-0.132358	-4.39701
7.7198	-0.132798	-4.39688
7.7199	-0.133237	-4.39675
7.72	-0.133677	-4.39662
7.7201	-0.134117	-4.39649
7.7202	-0.134556	-4.39635
7.7203	-0.134996	-4.39622
7.7204	-0.135435	-4.39609
7.7205	-0.135875	-4.39596
7.7206	-0.136315	-4.39582
7.7207	-0.136754	-4.39569
7.7208	-0.137194	-4.39556
7.7209	-0.137633	-4.39542
7.721	-0.138073	-4.39529
7.7211	-0.138512	-4.39515
7.7212	-0.138952	-4.39501
7.7213	-0.139391	-4.39488
7.7214	-0.139831	-4.39474
7.7215	-0.14027	-4.3946
7.7216	-0.14071	-4.39447
7.7217	-0.141149	-4.39433
7.7218	-0.141589	-4.39419
7.7219	-0.142028	-4.39405
7.722	-0.142467	-4.39391
7.7221	-0.142907	-4.39377
7.7222	-0.143346	-4.39363
7.7223	-0.143785	-4.39349
7.7224	-0.144225	-4.39335
7.7225	-0.144664	-4.39321
7.7226	-0.145103	-4.39307
7.7227	-0.145543	-4.39293
7.7228	-0.145982	-4.39278
7.7229	-0.146421	-4.39264
7.723	-0.14686	-4.3925
7.7231	-0.1473	-4.39235
7.7232	-0.147739	-4.39221
7.7233	-0.148178	-4.39206
7.7234	-0.148617	-4.39192
7.7235	-0.149056	-4.39177
7.7236	-0.149496	-4.39163
7.7237	-0.149935	-4.39148
7.7238	-0.150374	-4.39133
7.7239	-0.150813	-4.39118
7.724	-0.151252	-4.39104
7.7241	-0.151691	-4.39089
7.7242	-0.15213	-4.39074
7.7243	-0.152569	-4.39059
7.7244	-0.153008	-4.39044
7.7245	-0.153447	-4.39029
7.7246	-0.153886	-4.39014
7.7247	-0.154325	-4.38999
7.7248	-0.154764	-4.38984
7.7249	-0.155203	-4.38969
7.725	-0.155642	-4.38954
7.7251	-0.156081	-4.38938
7.7252	-0.15652	-4.38923
7.7253	-0.156959	-4.38908
7.7254	-0.157398	-4.38892
7.7255	-0.157837	-4.38877
7.7256	-0.158276	-4.38861
7.7257	-0.158715	-4.38846
7.7258	-0.159153	-4.3883
7.7259	-0.159592	-4.38815
7.726	-0.160031	-4.38799
7.7261	-0.16047	-4.38783
7.7262	-0.160909	-4.38768
7.7263	-0.161347	-4.38752
7.7264	-0.161786	-4.38736
7.7265	-0.162225	-4.3872
7.7266	-0.162664	-4.38704
7.7267	-0.163102	-4.38688
7.7268	-0.163541	-4.38673
7.7269	-0.16398	-4.38657
7.727	-0.164418	-4.3864
7.7271	-0.164857	-4.38624
7.7272	-0.165295	-4.38608
7.7273	-0.165734	-4.38592
7.7274	-0.166173	-4.38576
7.7275	-0.166611	-4.3856
7.7276	-0.16705	-4.38543
7.7277	-0.167488	-4.38527
7.7278	-0.167927	-4.3851
7.7279	-0.168365	-4.38494
7.728	-0.168804	-4.38478
7.7281	-0.169242	-4.38461
7.7282	-0.169681	-4.38444
7.7283	-0.170119	-4.38428
7.7284	-0.170557	-4.38411
7.7285	-0.170996	-4.38395
7.7286	-0.171434	-4.38378
7.7287	-0.171873	-4.38361
7.7288	-0.172311	-4.38344
7.7289	-0.172749	-4.38327
7.729	-0.173188	-4.3831
7.7291	-0.173626	-4.38293
7.7292	-0.174064	-4.38276
7.7293	-0.174502	-4.38259
7.7294	-0.174941	-4.38242
7.7295	-0.175379	-4.38225
7.7296	-0.175817	-4.38208
7.7297	-0.176255	-4.38191
7.7298	-0.176693	-4.38174
7.7299	-0.177132	-4.38156
7.73	-0.17757	-4.38139
7.7301	-0.178008	-4.38122
7.7302	-0.178446	-4.38104
7.7303	-0.178884	-4.38087
7.7304	-0.179322	-4.38069
7.7305	-0.17976	-4.38052
7.7306	-0.180198	-4.38034
7.7307	-0.180636	-4.38017
7.7308	-0.181074	-4.37999
7.7309	-0.181512	-4.37981
7.731	-0.18195	-4.37963
7.7311	-0.182388	-4.37946
7.7312	-0.182826	-4.37928
7.7313	-0.183264	-4.3791
7.7314	-0.183702	-4.37892
7.7315	-0.18414	-4.37874
7.7316	-0.184578	-4.37856
7.7317	-0.185015	-4.37838
7.7318	-0.185453	-4.3782
7.7319	-0.185891	-4.37802
7.732	-0.186329	-4.37784
7.7321	-0.186767	-4.37765
7.7322	-0.187204	-4.37747
7.7323	-0.187642	-4.37729
7.7324	-0.18808	-4.3771
7.7325	-0.188517	-4.37692
7.7326	-0.188955	-4.37674
7.7327	-0.189393	-4.37655
7.7328	-0.18983	-4.37637
7.7329	-0.190268	-4.37618
7.733	-0.190706	-4.376
7.7331	-0.191143	-4.37581
7.7332	-0.191581	-4.37562
7.7333	-0.192018	-4.37543
7.7334	-0.192456	-4.37525
7.7335	-0.192893	-4.37506
7.7336	-0.193331	-4.37487
7.7337	-0.193768	-4.37468
7.7338	-0.194206	-4.37449
7.7339	-0.194643	-4.3743
7.734	-0.195081	-4.37411
7.7341	-0.195518	-4.37392
7.7342	-0.195955	-4.37373
7.7343	-0.196393	-4.37354
7.7344	-0.19683	-4.37335
7.7345	-0.197267	-4.37316
7.7346	-0.197705	-4.37296
7.7347	-0.198142	-4.37277
7.7348	-0.198579	-4.37258
7.7349	-0.199016	-4.37238
7.735	-0.199454	-4.37219
7.7351	-0.199891	-4.37199
7.7352	-0.200328	-4.3718
7.7353	-0.200765	-4.3716
7.7354	-0.201202	-4.37141
7.7355	-0.201639	-4.37121
7.7356	-0.202077	-4.37101
7.7357	-0.202514	-4.37082
7.7358	-0.202951	-4.37062
7.7359	-0.203388	-4.37042
7.736	-0.203825	-4.37022
7.7361	-0.204262	-4.37002
7.7362	-0.204699	-4.36982
7.7363	-0.205136	-4.36962
7.7364	-0.205573	-4.36942
7.7365	-0.20601	-4.36922
7.7366	-0.206446	-4.36902
7.7367	-0.206883	-4.36882
7.7368	-0.20732	-4.36862
7.7369	-0.207757	-4.36842
7.737	-0.208194	-4.36821
7.7371	-0.208631	-4.36801
7.7372	-0.209067	-4.36781
7.7373	-0.209504	-4.3676
7.7374	-0.209941	-4.3674
7.7375	-0.210378	-4.36719
7.7376	-0.210814	-4.36699
7.7377	-0.211251	-4.36678
7.7378	-0.211688	-4.36658
7.7379	-0.212124	-4.36637
7.738	-0.212561	-4.36616
7.7381	-0.212998	-4.36595
7.7382	-0.213434	-4.36575
7.7383	-0.213871	-4.36554
7.7384	-0.214307	-4.36533
7.7385	-0.214744	-4.36512
7.7386	-0.21518	-4.36491
7.7387	-0.215617	-4.3647
7.7388	-0.216053	-4.36449
7.7389	-0.21649	-4.36428
7.739	-0.216926	-4.36407
7.7391	-0.217362	-4.36386
7.7392	-0.217799	-4.36365
7.7393	-0.218235	-4.36343
7.7394	-0.218671	-4.36322
7.7395	-0.219108	-4.36301
7.7396	-0.219544	-4.36279
7.7397	-0.21998	-4.36258
7.7398	-0.220416	-4.36236
7.7399	-0.220853	-4.36215
7.74	-0.221289	-4.36193
7.7401	-0.221725	-4.36172
7.7402	-0.222161	-4.3615
7.7403	-0.222597	-4.36129
7.7404	-0.223033	-4.36107
7.7405	-0.22347	-4.36085
7.7406	-0.223906	-4.36063
7.7407	-0.224342	-4.36042
7.7408	-0.224778	-4.3602
7.7409	-0.225214	-4.35998
7.741	-0.22565	-4.35976
7.7411	-0.226086	-4.35954
7.7412	-0.226521	-4.35932
7.7413	-0.226957	-4.3591
7.7414	-0.227393	-4.35888
7.7415	-0.227829	-4.35865
7.7416	-0.228265	-4.35843
7.7417	-0.228701	-4.35821
7.7418	-0.229137	-4.35799
7.7419	-0.229572	-4.35776
7.742	-0.230008	-4.35754
7.7421	-0.230444	-4.35732
7.7422	-0.23088	-4.35709
7.7423	-0.231315	-4.35687
7.7424	-0.231751	-4.35664
7.7425	-0.232187	-4.35642
7.7426	-0.232622	-4.35619
7.7427	-0.233058	-4.35596
7.7428	-0.233493	-4.35574
7.7429	-0.233929	-4.35551
7.743	-0.234364	-4.35528
7.7431	-0.2348	-4.35505
7.7432	-0.235235	-4.35482
7.7433	-0.235671	-4.3546
7.7434	-0.236106	-4.35437
7.7435	-0.236542	-4.35414
7.7436	-0.236977	-4.35391
7.7437	-0.237413	-4.35367
7.7438	-0.237848	-4.35344
7.7439	-0.238283	-4.35321
7.744	-0.238718	-4.35298
7.7441	-0.239154	-4.35275
7.7442	-0.239589	-4.35252
7.7443	-0.240024	-4.35228
7.7444	-0.240459	-4.35205
7.7445	-0.240895	-4.35181
7.7446	-0.24133	-4.35158
7.7447	-0.241765	-4.35134
7.7448	-0.2422	-4.35111
7.7449	-0.242635	-4.35087
7.745	-0.24307	-4.35064
7.7451	-0.243505	-4.3504
7.7452	-0.24394	-4.35016
7.7453	-0.244375	-4.34993
7.7454	-0.24481	-4.34969
7.7455	-0.245245	-4.34945
7.7456	-0.24568	-4.34921
7.7457	-0.246115	-4.34897
7.7458	-0.24655	-4.34873
7.7459	-0.246985	-4.34849
7.746	-0.24742	-4.34825
7.7461	-0.247854	-4.34801
7.7462	-0.248289	-4.34777
7.7463	-0.248724	-4.34753
7.7464	-0.249159	-4.34729
7.7465	-0.249593	-4.34705
7.7466	-0.250028	-4.3468
7.7467	-0.250463	-4.34656
7.7468	-0.250897	-4.34632
7.7469	-0.251332	-4.34607
7.747	-0.251766	-4.34583
7.7471	-0.252201	-4.34558
7.7472	-0.252636	-4.34534
7.7473	-0.25307	-4.34509
7.7474	-0.253505	-4.34485
7.7475	-0.253939	-4.3446
7.7476	-0.254373	-4.34435
7.7477	-0.254808	-4.34411
7.7478	-0.255242	-4.34386
7.7479	-0.255677	-4.34361
7.748	-0.256111	-4.34336
7.7481	-0.256545	-4.34311
7.7482	-0.256979	-4.34286
7.7483	-0.257414	-4.34261
7.7484	-0.257848	-4.34236
7.7485	-0.258282	-4.34211
7.7486	-0.258716	-4.34186
7.7487	-0.259151	-4.34161
7.7488	-0.259585	-4.34136
7.7489	-0.260019	-4.34111
7.749	-0.260453	-4.34085
7.7491	-0.260887	-4.3406
7.7492	-0.261321	-4.34035
7.7493	-0.261755	-4.34009
7.7494	-0.262189	-4.33984
7.7495	-0.262623	-4.33959
7.7496	-0.263057	-4.33933
7.7497	-0.263491	-4.33907
7.7498	-0.263925	-4.33882
7.7499	-0.264359	-4.33856
7.75	-0.264792	-4.33831
7.7501	-0.265226	-4.33805
7.7502	-0.26566	-4.33779
7.7503	-0.266094	-4.33753
7.7504	-0.266527	-4.33727
7.7505	-0.266961	-4.33702
7.7506	-0.267395	-4.33676
7.7507	-0.267828	-4.3365
7.7508	-0.268262	-4.33624
7.7509	-0.268696	-4.33598
7.751	-0.269129	-4.33572
7.7511	-0.269563	-4.33545
7.7512	-0.269996	-4.33519
7.7513	-0.27043	-4.33493
7.7514	-0.270863	-4.33467
7.7515	-0.271297	-4.33441
7.7516	-0.27173	-4.33414
7.7517	-0.272163	-4.33388
7.7518	-0.272597	-4.33361
7.7519	-0.27303	-4.33335
7.752	-0.273464	-4.33308
7.7521	-0.273897	-4.33282
7.7522	-0.27433	-4.33255
7.7523	-0.274763	-4.33229
7.7524	-0.275196	-4.33202
7.7525	-0.27563	-4.33175
7.7526	-0.276063	-4.33149
7.7527	-0.276496	-4.33122
7.7528	-0.276929	-4.33095
7.7529	-0.277362	-4.33068
7.753	-0.277795	-4.33041
7.7531	-0.278228	-4.33014
7.7532	-0.278661	-4.32987
7.7533	-0.279094	-4.3296
7.7534	-0.279527	-4.32933
7.7535	-0.27996	-4.32906
7.7536	-0.280393	-4.32879
7.7537	-0.280826	-4.32852
7.7538	-0.281258	-4.32825
7.7539	-0.281691	-4.32797
7.754	-0.282124	-4.3277
7.7541	-0.282557	-4.32743
7.7542	-0.28299	-4.32715
7.7543	-0.283422	-4.32688
7.7544	-0.283855	-4.3266
7.7545	-0.284287	-4.32633
7.7546	-0.28472	-4.32605
7.7547	-0.285153	-4.32578
7.7548	-0.285585	-4.3255
7.7549	-0.286018	-4.32522
7.755	-0.28645	-4.32495
7.7551	-0.286883	-4.32467
7.7552	-0.287315	-4.32439
7.7553	-0.287748	-4.32411
7.7554	-0.28818	-4.32383
7.7555	-0.288612	-4.32355
7.7556	-0.289045	-4.32328
7.7557	-0.289477	-4.323
7.7558	-0.289909	-4.32271
7.7559	-0.290341	-4.32243
7.756	-0.290774	-4.32215
7.7561	-0.291206	-4.32187
7.7562	-0.291638	-4.32159
7.7563	-0.29207	-4.32131
7.7564	-0.292502	-4.32102
7.7565	-0.292934	-4.32074
7.7566	-0.293366	-4.32046
7.7567	-0.293798	-4.32017
7.7568	-0.29423	-4.31989
7.7569	-0.294662	-4.3196
7.757	-0.295094	-4.31932
7.7571	-0.295526	-4.31903
7.7572	-0.295958	-4.31875
7.7573	-0.29639	-4.31846
7.7574	-0.296822	-4.31817
7.7575	-0.297253	-4.31789
7.7576	-0.297685	-4.3176
7.7577	-0.298117	-4.31731
7.7578	-0.298549	-4.31702
7.7579	-0.29898	-4.31673
7.758	-0.299412	-4.31644
7.7581	-0.299844	-4.31615
7.7582	-0.300275	-4.31586
7.7583	-0.300707	-4.31557
7.7584	-0.301138	-4.31528
7.7585	-0.30157	-4.31499
7.7586	-0.302001	-4.3147
7.7587	-0.302433	-4.31441
7.7588	-0.302864	-4.31411
7.7589	-0.303295	-4.31382
7.759	-0.303727	-4.31353
7.7591	-0.304158	-4.31323
7.7592	-0.304589	-4.31294
7.7593	-0.305021	-4.31264
7.7594	-0.305452	-4.31235
7.7595	-0.305883	-4.31205
7.7596	-0.306314	-4.31176
7.7597	-0.306745	-4.31146
7.7598	-0.307177	-4.31116
7.7599	-0.307608	-4.31087
7.76	-0.308039	-4.31057
7.7601	-0.30847	-4.31027
7.7602	-0.308901	-4.30997
7.7603	-0.309332	-4.30968
7.7604	-0.309763	-4.30938
7.7605	-0.310194	-4.30908
7.7606	-0.310624	-4.30878
7.7607	-0.311055	-4.30848
7.7608	-0.311486	-4.30818
7.7609	-0.311917	-4.30788
7.761	-0.312348	-4.30757
7.7611	-0.312778	-4.30727
7.7612	-0.313209	-4.30697
7.7613	-0.31364	-4.30667
7.7614	-0.31407	-4.30636
7.7615	-0.314501	-4.30606
7.7616	-0.314932	-4.30576
7.7617	-0.315362	-4.30545
7.7618	-0.315793	-4.30515
7.7619	-0.316223	-4.30484
7.762	-0.316654	-4.30454
7.7621	-0.317084	-4.30423
7.7622	-0.317514	-4.30393
7.7623	-0.317945	-4.30362
7.7624	-0.318375	-4.30331
7.7625	-0.318805	-4.303
7.7626	-0.319236	-4.3027
7.7627	-0.319666	-4.30239
7.7628	-0.320096	-4.30208
7.7629	-0.320526	-4.30177
7.763	-0.320956	-4.30146
7.7631	-0.321387	-4.30115
7.7632	-0.321817	-4.30084
7.7633	-0.322247	-4.30053
7.7634	-0.322677	-4.30022
7.7635	-0.323107	-4.29991
7.7636	-0.323537	-4.2996
7.7637	-0.323967	-4.29928
7.7638	-0.324396	-4.29897
7.7639	-0.324826	-4.29866
7.764	-0.325256	-4.29834
7.7641	-0.325686	-4.29803
7.7642	-0.326116	-4.29772
7.7643	-0.326545	-4.2974
7.7644	-0.326975	-4.29709
7.7645	-0.327405	-4.29677
7.7646	-0.327835	-4.29645
7.7647	-0.328264	-4.29614
7.7648	-0.328694	-4.29582
7.7649	-0.329123	-4.2955
7.765	-0.329553	-4.29519
7.7651	-0.329982	-4.29487
7.7652	-0.330412	-4.29455
7.7653	-0.330841	-4.29423
7.7654	-0.331271	-4.29391
7.7655	-0.3317	-4.29359
7.7656	-0.332129	-4.29327
7.7657	-0.332559	-4.29295
7.7658	-0.332988	-4.29263
7.7659	-0.333417	-4.29231
7.766	-0.333846	-4.29199
7.7661	-0.334275	-4.29167
7.7662	-0.334705	-4.29135
7.7663	-0.335134	-4.29102
7.7664	-0.335563	-4.2907
7.7665	-0.335992	-4.29038
7.7666	-0.336421	-4.29005
7.7667	-0.33685	-4.28973
7.7668	-0.337279	-4.2894
7.7669	-0.337708	-4.28908
7.767	-0.338136	-4.28875
7.7671	-0.338565	-4.28843
7.7672	-0.338994	-4.2881
7.7673	-0.339423	-4.28778
7.7674	-0.339852	-4.28745
7.7675	-0.34028	-4.28712
7.7676	-0.340709	-4.28679
7.7677	-0.341138	-4.28646
7.7678	-0.341566	-4.28614
7.7679	-0.341995	-4.28581
7.768	-0.342423	-4.28548
7.7681	-0.342852	-4.28515
7.7682	-0.34328	-4.28482
7.7683	-0.343709	-4.28449
7.7684	-0.344137	-4.28416
7.7685	-0.344566	-4.28383
7.7686	-0.344994	-4.28349
7.7687	-0.345422	-4.28316
7.7688	-0.345851	-4.28283
7.7689	-0.346279	-4.2825
7.769	-0.346707	-4.28216
7.7691	-0.347135	-4.28183
7.7692	-0.347563	-4.28149
7.7693	-0.347991	-4.28116
7.7694	-0.34842	-4.28082
7.7695	-0.348848	-4.28049
7.7696	-0.349276	-4.28015
7.7697	-0.349704	-4.27982
7.7698	-0.350132	-4.27948
7.7699	-0.350559	-4.27914
7.77	-0.350987	-4.27881
7.7701	-0.351415	-4.27847
7.7702	-0.351843	-4.27813
7.7703	-0.352271	-4.27779
7.7704	-0.352699	-4.27745
7.7705	-0.353126	-4.27711
7.7706	-0.353554	-4.27678
7.7707	-0.353982	-4.27644
7.7708	-0.354409	-4.27609
7.7709	-0.354837	-4.27575
7.771	-0.355264	-4.27541
7.7711	-0.355692	-4.27507
7.7712	-0.356119	-4.27473
7.7713	-0.356547	-4.27439
7.7714	-0.356974	-4.27404
7.7715	-0.357401	-4.2737
7.7716	-0.357829	-4.27336
7.7717	-0.358256	-4.27301
7.7718	-0.358683	-4.27267
7.7719	-0.359111	-4.27232
7.772	-0.359538	-4.27198
7.7721	-0.359965	-4.27163
7.7722	-0.360392	-4.27129
7.7723	-0.360819	-4.27094
7.7724	-0.361246	-4.27059
7.7725	-0.361673	-4.27025
7.7726	-0.3621	-4.2699
7.7727	-0.362527	-4.26955
7.7728	-0.362954	-4.2692
7.7729	-0.363381	-4.26885
7.773	-0.363808	-4.26851
7.7731	-0.364235	-4.26816
7.7732	-0.364661	-4.26781
7.7733	-0.365088	-4.26746
7.7734	-0.365515	-4.26711
7.7735	-0.365942	-4.26675
7.7736	-0.366368	-4.2664
7.7737	-0.366795	-4.26605
7.7738	-0.367221	-4.2657
7.7739	-0.367648	-4.26535
7.774	-0.368074	-4.26499
7.7741	-0.368501	-4.26464
7.7742	-0.368927	-4.26429
7.7743	-0.369354	-4.26393
7.7744	-0.36978	-4.26358
7.7745	-0.370206	-4.26322
7.7746	-0.370633	-4.26287
7.7747	-0.371059	-4.26251
7.7748	-0.371485	-4.26216
7.7749	-0.371911	-4.2618
7.775	-0.372338	-4.26144
7.7751	-0.372764	-4.26108
7.7752	-0.37319	-4.26073
7.7753	-0.373616	-4.26037
7.7754	-0.374042	-4.26001
7.7755	-0.374468	-4.25965
7.7756	-0.374894	-4.25929
7.7757	-0.37532	-4.25893
7.7758	-0.375745	-4.25857
7.7759	-0.376171	-4.25821
7.776	-0.376597	-4.25785
7.7761	-0.377023	-4.25749
7.7762	-0.377448	-4.25713
7.7763	-0.377874	-4.25677
7.7764	-0.3783	-4.2564
7.7765	-0.378725	-4.25604
7.7766	-0.379151	-4.25568
7.7767	-0.379576	-4.25532
7.7768	-0.380002	-4.25495
7.7769	-0.380427	-4.25459
7.777	-0.380853	-4.25422
7.7771	-0.381278	-4.25386
7.7772	-0.381704	-4.25349
7.7773	-0.382129	-4.25313
7.7774	-0.382554	-4.25276
7.7775	-0.382979	-4.25239
7.7776	-0.383405	-4.25203
7.7777	-0.38383	-4.25166
7.7778	-0.384255	-4.25129
7.7779	-0.38468	-4.25092
7.778	-0.385105	-4.25055
7.7781	-0.38553	-4.25019
7.7782	-0.385955	-4.24982
7.7783	-0.38638	-4.24945
7.7784	-0.386805	-4.24908
7.7785	-0.38723	-4.24871
7.7786	-0.387655	-4.24834
7.7787	-0.388079	-4.24796
7.7788	-0.388504	-4.24759
7.7789	-0.388929	-4.24722
7.779	-0.389354	-4.24685
7.7791	-0.389778	-4.24648
7.7792	-0.390203	-4.2461
7.7793	-0.390627	-4.24573
7.7794	-0.391052	-4.24536
7.7795	-0.391476	-4.24498
7.7796	-0.391901	-4.24461
7.7797	-0.392325	-4.24423
7.7798	-0.39275	-4.24386
7.7799	-0.393174	-4.24348
7.78	-0.393598	-4.2431
7.7801	-0.394023	-4.24273
7.7802	-0.394447	-4.24235
7.7803	-0.394871	-4.24197
7.7804	-0.395295	-4.24159
7.7805	-0.395719	-4.24122
7.7806	-0.396143	-4.24084
7.7807	-0.396567	-4.24046
7.7808	-0.396991	-4.24008
7.7809	-0.397415	-4.2397
7.781	-0.397839	-4.23932
7.7811	-0.398263	-4.23894
7.7812	-0.398687	-4.23856
7.7813	-0.399111	-4.23818
7.7814	-0.399535	-4.2378
7.7815	-0.399958	-4.23741
7.7816	-0.400382	-4.23703
7.7817	-0.400806	-4.23665
7.7818	-0.401229	-4.23627
7.7819	-0.401653	-4.23588
7.782	-0.402077	-4.2355
7.7821	-0.4025	-4.23511
7.7822	-0.402924	-4.23473
7.7823	-0.403347	-4.23434
7.7824	-0.40377	-4.23396
7.7825	-0.404194	-4.23357
7.7826	-0.404617	-4.23319
7.7827	-0.40504	-4.2328
7.7828	-0.405464	-4.23241
7.7829	-0.405887	-4.23203
7.783	-0.40631	-4.23164
7.7831	-0.406733	-4.23125
7.7832	-0.407156	-4.23086
7.7833	-0.407579	-4.23047
7.7834	-0.408002	-4.23008
7.7835	-0.408425	-4.22969
7.7836	-0.408848	-4.2293
7.7837	-0.409271	-4.22891
7.7838	-0.409694	-4.22852
7.7839	-0.410117	-4.22813
7.784	-0.410539	-4.22774
7.7841	-0.410962	-4.22735
7.7842	-0.411385	-4.22696
7.7843	-0.411808	-4.22656
7.7844	-0.41223	-4.22617
7.7845	-0.412653	-4.22578
7.7846	-0.413075	-4.22538
7.7847	-0.413498	-4.22499
7.7848	-0.41392	-4.22459
7.7849	-0.414343	-4.2242
7.785	-0.414765	-4.2238
7.7851	-0.415187	-4.22341
7.7852	-0.41561	-4.22301
7.7853	-0.416032	-4.22262
7.7854	-0.416454	-4.22222
7.7855	-0.416876	-4.22182
7.7856	-0.417299	-4.22142
7.7857	-0.417721	-4.22103
7.7858	-0.418143	-4.22063
7.7859	-0.418565	-4.22023
7.786	-0.418987	-4.21983
7.7861	-0.419409	-4.21943
7.7862	-0.419831	-4.21903
7.7863	-0.420252	-4.21863
7.7864	-0.420674	-4.21823
